Gender,YearlyIncome,TotalChildren,NumberChildrenAtHome,EnglishEducation,EnglishOccupation,HouseOwnerFlag,NumberCarsOwned,CommuteDistance,Region,Age,BikeBuyer
M,30000.00,0,0,Partial College,Skilled Manual,0,1,1-2 Miles,North America,36,0
F,60000.00,0,0,Partial College,Skilled Manual,0,1,1-2 Miles,North America,36,0
M,60000.00,0,0,Partial College,Skilled Manual,1,1,5-10 Miles,North America,36,1
M,60000.00,0,0,Partial College,Skilled Manual,0,2,1-2 Miles,North America,35,1
F,40000.00,0,0,High School,Skilled Manual,0,2,1-2 Miles,Europe,36,1
M,40000.00,0,0,High School,Skilled Manual,1,2,5-10 Miles,Europe,37,1
M,40000.00,0,0,Partial College,Skilled Manual,0,1,1-2 Miles,North America,37,0
M,40000.00,0,0,Partial College,Skilled Manual,1,1,5-10 Miles,North America,37,0
F,60000.00,0,0,Partial College,Skilled Manual,0,2,1-2 Miles,North America,37,1
M,10000.00,2,1,Partial High School,Clerical,1,2,1-2 Miles,Pacific,69,0
M,60000.00,1,1,Graduate Degree,Skilled Manual,1,0,0-1 Miles,Europe,44,1
F,60000.00,1,1,Graduate Degree,Skilled Manual,1,0,1-2 Miles,North America,44,1
M,60000.00,1,1,Graduate Degree,Skilled Manual,1,0,0-1 Miles,North America,44,1
F,60000.00,1,1,Graduate Degree,Skilled Manual,1,0,1-2 Miles,North America,43,1
M,50000.00,1,1,Graduate Degree,Skilled Manual,1,0,0-1 Miles,Europe,43,1
F,50000.00,1,1,Bachelors,Skilled Manual,1,0,0-1 Miles,North America,43,1
M,100000.00,5,2,Partial College,Professional,1,0,0-1 Miles,North America,51,0
F,150000.00,2,0,Bachelors,Management,1,4,1-2 Miles,North America,51,1
F,70000.00,3,2,Partial College,Professional,1,0,5-10 Miles,North America,59,1
F,70000.00,3,2,Partial College,Professional,1,1,5-10 Miles,Europe,59,1
M,80000.00,3,0,Partial College,Professional,0,2,2-5 Miles,North America,59,1
F,80000.00,3,0,Partial College,Professional,0,2,0-1 Miles,Europe,59,1
F,80000.00,2,1,Partial College,Professional,1,1,0-1 Miles,North America,59,0
F,90000.00,2,1,Partial College,Professional,1,1,5-10 Miles,North America,58,1
F,80000.00,4,3,Partial College,Professional,1,2,0-1 Miles,Europe,52,0
F,90000.00,0,0,Partial College,Professional,1,1,5-10 Miles,North America,52,0
F,90000.00,0,0,Partial College,Professional,0,1,10+ Miles,North America,52,0
M,110000.00,4,2,Bachelors,Management,1,4,1-2 Miles,North America,52,0
M,120000.00,4,3,Partial College,Professional,1,3,5-10 Miles,North America,52,1
M,130000.00,3,2,Bachelors,Management,1,4,0-1 Miles,North America,52,0
F,150000.00,3,1,Bachelors,Management,1,2,1-2 Miles,North America,51,1
M,80000.00,5,4,Partial College,Professional,0,2,0-1 Miles,Europe,53,1
M,80000.00,5,4,Partial College,Professional,1,2,0-1 Miles,Europe,53,0
F,80000.00,5,4,Partial College,Professional,1,2,5-10 Miles,Europe,53,0
F,80000.00,5,4,Partial College,Professional,0,2,0-1 Miles,Europe,53,1
F,100000.00,1,2,Partial College,Professional,1,3,5-10 Miles,North America,53,1
M,100000.00,1,2,Partial College,Professional,1,3,5-10 Miles,North America,53,1
M,100000.00,1,2,Partial College,Professional,1,4,5-10 Miles,North America,53,1
M,100000.00,1,2,Partial College,Professional,1,4,1-2 Miles,North America,53,0
M,100000.00,3,2,Partial College,Professional,1,4,1-2 Miles,North America,53,0
M,110000.00,1,3,Bachelors,Management,1,3,5-10 Miles,North America,53,1
F,120000.00,1,3,Partial College,Professional,1,4,5-10 Miles,North America,53,1
M,120000.00,1,3,High School,Professional,1,4,5-10 Miles,North America,53,1
M,70000.00,5,4,Partial College,Professional,1,3,5-10 Miles,Europe,54,1
F,80000.00,5,4,Partial College,Professional,1,3,5-10 Miles,North America,53,0
F,80000.00,5,4,Partial College,Professional,1,3,5-10 Miles,North America,54,1
F,80000.00,5,4,Partial College,Professional,1,3,1-2 Miles,North America,54,0
F,110000.00,1,3,Bachelors,Management,1,3,2-5 Miles,North America,54,0
M,130000.00,1,3,Bachelors,Management,0,2,0-1 Miles,North America,53,1
F,60000.00,2,0,High School,Professional,0,2,5-10 Miles,Europe,59,0
M,60000.00,2,0,High School,Professional,1,2,5-10 Miles,North America,59,0
F,60000.00,2,0,High School,Professional,0,2,5-10 Miles,North America,60,1
M,60000.00,2,0,High School,Professional,0,2,1-2 Miles,North America,59,0
M,60000.00,2,0,High School,Professional,0,2,5-10 Miles,Europe,60,0
F,70000.00,4,3,High School,Professional,1,0,5-10 Miles,North America,60,1
M,80000.00,3,2,Partial College,Professional,1,1,1-2 Miles,North America,60,1
F,40000.00,3,0,Partial College,Professional,0,2,1-2 Miles,North America,80,1
F,70000.00,4,0,Graduate Degree,Management,1,2,1-2 Miles,North America,79,1
F,100000.00,3,2,Partial College,Professional,1,4,5-10 Miles,North America,55,1
M,110000.00,5,3,Partial College,Professional,1,4,5-10 Miles,North America,55,0
F,110000.00,3,3,Partial College,Professional,1,4,5-10 Miles,North America,54,1
F,120000.00,1,3,High School,Professional,1,4,2-5 Miles,North America,54,0
F,160000.00,1,3,Partial College,Professional,0,3,2-5 Miles,North America,55,1
F,170000.00,1,0,Graduate Degree,Management,1,4,0-1 Miles,North America,55,0
F,170000.00,1,1,Bachelors,Management,0,3,0-1 Miles,North America,55,1
M,80000.00,2,0,Partial High School,Skilled Manual,0,2,1-2 Miles,North America,61,0
M,60000.00,2,0,High School,Professional,1,2,5-10 Miles,North America,61,0
M,60000.00,2,0,High School,Professional,0,2,5-10 Miles,North America,61,0
M,70000.00,3,0,Graduate Degree,Management,1,2,1-2 Miles,North America,62,1
M,70000.00,3,0,Graduate Degree,Management,1,2,5-10 Miles,North America,62,1
F,70000.00,3,0,Graduate Degree,Management,1,2,1-2 Miles,North America,62,1
F,70000.00,3,0,Graduate Degree,Management,1,2,5-10 Miles,North America,62,1
F,40000.00,3,0,Partial College,Professional,0,2,5-10 Miles,North America,63,1
M,40000.00,3,0,Partial College,Professional,0,2,5-10 Miles,North America,63,1
F,70000.00,5,0,Graduate Degree,Management,1,2,10+ Miles,North America,77,1
M,70000.00,5,0,Graduate Degree,Management,0,2,1-2 Miles,Europe,77,1
M,80000.00,4,0,Graduate Degree,Management,1,2,5-10 Miles,North America,77,0
F,70000.00,5,0,Graduate Degree,Management,1,2,10+ Miles,North America,76,1
M,80000.00,4,0,Graduate Degree,Management,0,2,1-2 Miles,North America,76,1
F,70000.00,5,0,Graduate Degree,Management,1,2,10+ Miles,North America,74,1
F,60000.00,3,0,Graduate Degree,Management,1,2,10+ Miles,North America,74,1
F,60000.00,3,0,Graduate Degree,Management,1,2,10+ Miles,North America,74,1
M,60000.00,3,0,Graduate Degree,Management,1,2,1-2 Miles,North America,73,1
F,70000.00,5,0,Graduate Degree,Management,1,2,10+ Miles,North America,74,1
M,70000.00,5,0,Graduate Degree,Management,1,2,10+ Miles,North America,74,1
M,10000.00,2,1,Partial High School,Clerical,1,2,5-10 Miles,Pacific,68,0
F,20000.00,4,0,High School,Skilled Manual,1,2,5-10 Miles,Pacific,68,0
M,20000.00,4,0,High School,Skilled Manual,1,2,5-10 Miles,Pacific,67,0
M,20000.00,4,0,High School,Skilled Manual,0,2,1-2 Miles,Pacific,68,0
F,10000.00,2,1,Partial High School,Clerical,1,2,5-10 Miles,Pacific,67,0
F,60000.00,0,0,Partial College,Skilled Manual,1,2,5-10 Miles,North America,37,1
M,40000.00,0,0,Partial High School,Clerical,0,2,1-2 Miles,Europe,38,0
M,10000.00,2,1,Partial High School,Clerical,1,2,5-10 Miles,Pacific,67,0
M,20000.00,2,1,Partial High School,Clerical,1,2,5-10 Miles,Pacific,67,0
M,30000.00,3,0,Partial College,Clerical,0,2,1-2 Miles,Pacific,67,1
F,40000.00,0,0,Partial College,Skilled Manual,1,1,5-10 Miles,North America,38,0
M,60000.00,0,0,Partial College,Skilled Manual,1,2,5-10 Miles,North America,37,0
M,60000.00,0,0,Partial College,Skilled Manual,0,2,1-2 Miles,North America,38,0
M,60000.00,0,0,Partial College,Skilled Manual,0,2,1-2 Miles,North America,38,0
F,30000.00,3,0,Partial College,Clerical,0,2,1-2 Miles,Pacific,65,1
M,30000.00,3,0,Partial College,Clerical,1,2,5-10 Miles,Pacific,65,1
F,30000.00,0,0,Partial College,Skilled Manual,0,2,1-2 Miles,North America,35,1
F,70000.00,0,0,Partial College,Skilled Manual,0,2,0-1 Miles,North America,35,1
F,30000.00,3,0,High School,Skilled Manual,0,2,1-2 Miles,Pacific,63,1
M,30000.00,3,0,High School,Skilled Manual,1,2,5-10 Miles,Pacific,63,1
F,30000.00,3,0,High School,Skilled Manual,1,2,5-10 Miles,Pacific,63,1
F,30000.00,3,0,High School,Skilled Manual,1,2,5-10 Miles,Pacific,63,1
F,30000.00,3,0,High School,Skilled Manual,1,2,5-10 Miles,Pacific,63,1
F,40000.00,2,0,Partial College,Skilled Manual,1,2,5-10 Miles,Pacific,62,0
M,40000.00,3,0,Partial College,Skilled Manual,1,2,5-10 Miles,Pacific,61,1
M,40000.00,3,0,Partial College,Skilled Manual,1,2,5-10 Miles,Pacific,62,1
F,80000.00,2,0,Partial College,Skilled Manual,0,2,1-2 Miles,Pacific,61,1
F,80000.00,2,0,Partial College,Skilled Manual,0,2,1-2 Miles,Pacific,61,1
F,30000.00,0,0,Partial College,Skilled Manual,0,2,1-2 Miles,North America,40,1
F,30000.00,0,0,High School,Skilled Manual,1,2,5-10 Miles,North America,40,0
M,60000.00,0,0,Partial College,Skilled Manual,1,2,5-10 Miles,North America,40,0
M,60000.00,0,0,Partial College,Skilled Manual,1,2,5-10 Miles,North America,40,0
F,30000.00,0,0,High School,Skilled Manual,0,2,1-2 Miles,North America,41,1
F,30000.00,0,0,High School,Skilled Manual,0,2,1-2 Miles,North America,41,1
F,60000.00,0,0,Partial College,Skilled Manual,0,2,1-2 Miles,North America,42,0
M,70000.00,0,0,Partial College,Professional,1,2,5-10 Miles,North America,42,1
F,70000.00,0,0,Partial College,Professional,1,2,5-10 Miles,North America,42,1
F,70000.00,0,0,Partial College,Professional,1,2,5-10 Miles,North America,42,1
F,70000.00,0,0,Partial College,Professional,1,2,5-10 Miles,North America,42,1
F,80000.00,2,0,High School,Skilled Manual,0,2,1-2 Miles,Pacific,60,1
M,80000.00,2,0,High School,Skilled Manual,0,2,1-2 Miles,Pacific,60,1
M,80000.00,2,0,High School,Skilled Manual,0,2,1-2 Miles,Pacific,59,1
M,80000.00,2,0,High School,Skilled Manual,1,2,5-10 Miles,Pacific,59,1
F,70000.00,2,0,High School,Skilled Manual,1,2,5-10 Miles,Pacific,58,1
F,70000.00,2,0,High School,Skilled Manual,0,2,1-2 Miles,Pacific,59,1
M,70000.00,2,0,High School,Skilled Manual,1,2,5-10 Miles,Pacific,59,1
M,70000.00,2,0,High School,Skilled Manual,1,2,5-10 Miles,Pacific,59,1
M,70000.00,2,0,High School,Professional,0,2,5-10 Miles,Pacific,57,1
F,70000.00,2,0,High School,Professional,1,2,5-10 Miles,Pacific,58,1
F,100000.00,1,1,Bachelors,Management,1,2,2-5 Miles,Pacific,57,0
F,100000.00,1,1,Bachelors,Management,1,3,2-5 Miles,Pacific,57,1
M,110000.00,5,1,Bachelors,Management,1,4,2-5 Miles,Pacific,57,1
M,120000.00,5,1,Bachelors,Management,1,4,2-5 Miles,Pacific,57,1
M,130000.00,0,0,Graduate Degree,Management,1,3,0-1 Miles,Pacific,57,1
M,80000.00,0,0,Bachelors,Management,0,1,0-1 Miles,North America,42,1
M,80000.00,0,0,Bachelors,Management,1,1,2-5 Miles,North America,42,0
M,60000.00,0,0,Partial College,Professional,1,2,5-10 Miles,North America,41,0
M,60000.00,0,0,Partial College,Professional,1,2,5-10 Miles,North America,41,0
F,60000.00,0,0,Partial College,Professional,0,2,1-2 Miles,North America,41,1
F,60000.00,0,0,High School,Professional,1,2,5-10 Miles,North America,41,1
M,150000.00,0,0,Bachelors,Management,0,1,5-10 Miles,North America,49,0
M,70000.00,2,0,Partial High School,Skilled Manual,0,2,1-2 Miles,North America,58,0
F,60000.00,2,0,High School,Professional,0,2,1-2 Miles,North America,57,0
M,60000.00,2,0,High School,Professional,0,2,5-10 Miles,Europe,58,0
M,60000.00,2,0,High School,Professional,0,2,5-10 Miles,North America,58,0
F,70000.00,3,2,Partial College,Professional,1,0,5-10 Miles,North America,58,1
M,60000.00,2,0,High School,Professional,0,2,1-2 Miles,North America,59,0
M,60000.00,2,0,High School,Professional,1,2,5-10 Miles,North America,59,0
F,70000.00,3,0,Partial College,Professional,1,2,5-10 Miles,North America,59,1
M,70000.00,3,0,Partial College,Professional,0,2,0-1 Miles,North America,59,1
M,70000.00,3,0,Partial College,Professional,0,2,5-10 Miles,North America,58,1
F,70000.00,3,0,Partial College,Professional,1,2,5-10 Miles,North America,58,1
F,70000.00,3,0,Partial College,Professional,0,2,0-1 Miles,North America,59,1
M,70000.00,3,0,Graduate Degree,Management,1,2,5-10 Miles,North America,83,1
M,100000.00,3,1,Bachelors,Management,1,4,0-1 Miles,North America,50,0
F,100000.00,4,1,Bachelors,Management,1,4,2-5 Miles,North America,50,1
M,100000.00,4,1,Partial College,Professional,1,4,2-5 Miles,North America,50,1
M,110000.00,2,2,Bachelors,Management,1,3,1-2 Miles,North America,49,0
F,110000.00,2,2,Bachelors,Management,1,4,1-2 Miles,North America,50,0
M,130000.00,1,1,Graduate Degree,Management,1,4,0-1 Miles,North America,50,0
M,80000.00,4,3,Bachelors,Management,1,0,2-5 Miles,Europe,51,0
M,80000.00,4,3,Bachelors,Management,1,0,0-1 Miles,Europe,51,0
M,60000.00,3,2,Graduate Degree,Professional,1,0,0-1 Miles,Europe,52,1
M,70000.00,1,0,Bachelors,Professional,0,1,2-5 Miles,North America,52,1
M,70000.00,1,0,Partial College,Skilled Manual,1,1,2-5 Miles,North America,53,1
M,70000.00,1,0,Partial College,Skilled Manual,1,1,2-5 Miles,North America,52,1
M,40000.00,4,3,High School,Skilled Manual,1,3,5-10 Miles,North America,54,0
M,60000.00,3,0,Graduate Degree,Management,1,2,10+ Miles,North America,72,0
M,60000.00,3,0,Graduate Degree,Management,1,2,10+ Miles,North America,73,0
M,70000.00,5,0,Bachelors,Management,1,2,10+ Miles,North America,73,1
M,70000.00,5,0,Bachelors,Management,1,2,10+ Miles,North America,73,1
M,60000.00,3,0,Graduate Degree,Management,1,2,1-2 Miles,North America,71,0
M,60000.00,4,0,Graduate Degree,Management,1,2,10+ Miles,Europe,72,0
F,60000.00,4,0,Graduate Degree,Management,1,2,1-2 Miles,North America,72,0
F,70000.00,5,0,Bachelors,Management,1,2,10+ Miles,North America,72,1
M,70000.00,5,0,Bachelors,Management,1,2,10+ Miles,North America,72,1
F,70000.00,5,0,Bachelors,Management,1,2,1-2 Miles,North America,72,1
F,70000.00,5,0,Bachelors,Management,1,2,10+ Miles,North America,72,1
F,80000.00,5,0,Bachelors,Management,1,2,5-10 Miles,Europe,72,0
M,90000.00,5,0,Bachelors,Management,1,2,5-10 Miles,North America,72,0
M,40000.00,4,0,High School,Professional,0,2,10+ Miles,North America,71,1
F,40000.00,4,0,High School,Professional,0,2,10+ Miles,Europe,70,1
M,40000.00,4,0,High School,Professional,0,2,10+ Miles,North America,70,1
F,60000.00,1,0,Graduate Degree,Skilled Manual,1,0,2-5 Miles,North America,43,0
M,70000.00,2,0,Graduate Degree,Professional,1,0,0-1 Miles,North America,43,1
M,50000.00,1,1,Bachelors,Skilled Manual,1,0,2-5 Miles,North America,45,1
F,50000.00,1,1,Bachelors,Skilled Manual,1,0,2-5 Miles,Europe,45,1
F,50000.00,1,1,Bachelors,Skilled Manual,1,1,0-1 Miles,North America,45,0
F,50000.00,1,1,Bachelors,Skilled Manual,1,1,2-5 Miles,North America,45,1
F,50000.00,1,1,Bachelors,Skilled Manual,1,1,0-1 Miles,North America,45,0
M,50000.00,1,1,Bachelors,Skilled Manual,1,1,2-5 Miles,North America,45,1
F,60000.00,1,0,Graduate Degree,Professional,1,0,0-1 Miles,Europe,44,0
F,60000.00,1,0,Graduate Degree,Professional,1,0,0-1 Miles,North America,45,0
M,50000.00,2,2,Bachelors,Skilled Manual,1,0,2-5 Miles,North America,46,1
F,60000.00,1,0,Graduate Degree,Professional,1,0,2-5 Miles,Europe,44,1
F,60000.00,1,0,Graduate Degree,Professional,1,0,0-1 Miles,North America,44,1
M,60000.00,1,0,Graduate Degree,Professional,1,0,2-5 Miles,North America,43,1
F,70000.00,2,0,Graduate Degree,Professional,1,0,2-5 Miles,North America,43,1
F,70000.00,2,0,Graduate Degree,Professional,1,0,2-5 Miles,North America,44,1
F,60000.00,1,0,Graduate Degree,Professional,1,0,0-1 Miles,North America,46,1
M,60000.00,1,0,Graduate Degree,Professional,1,0,0-1 Miles,North America,46,1
M,40000.00,0,0,Bachelors,Professional,0,1,2-5 Miles,North America,48,1
M,60000.00,2,0,Graduate Degree,Professional,1,0,2-5 Miles,North America,45,1
M,70000.00,4,0,Graduate Degree,Professional,1,0,0-1 Miles,North America,45,1
F,50000.00,2,2,Bachelors,Skilled Manual,1,1,2-5 Miles,North America,48,1
F,50000.00,2,2,Bachelors,Skilled Manual,1,1,2-5 Miles,North America,48,1
F,60000.00,0,0,Graduate Degree,Professional,1,0,0-1 Miles,North America,49,0
M,60000.00,0,0,Graduate Degree,Professional,1,0,2-5 Miles,Europe,49,1
M,60000.00,0,0,Graduate Degree,Professional,1,0,2-5 Miles,Europe,48,1
F,60000.00,0,0,Graduate Degree,Professional,1,0,0-1 Miles,North America,48,0
F,60000.00,0,0,Graduate Degree,Professional,1,0,0-1 Miles,Europe,49,0
F,60000.00,0,0,Graduate Degree,Professional,1,0,0-1 Miles,North America,49,0
F,60000.00,0,0,Graduate Degree,Professional,1,0,2-5 Miles,North America,49,0
F,60000.00,0,0,Graduate Degree,Professional,1,0,2-5 Miles,North America,49,0
F,60000.00,0,0,Graduate Degree,Professional,1,0,0-1 Miles,North America,49,0
M,70000.00,0,0,Graduate Degree,Professional,1,0,2-5 Miles,North America,49,1
M,70000.00,4,0,Graduate Degree,Professional,1,0,2-5 Miles,North America,49,0
F,60000.00,2,0,Graduate Degree,Professional,1,0,2-5 Miles,Europe,46,1
F,70000.00,5,0,Graduate Degree,Professional,1,0,2-5 Miles,North America,46,1
M,70000.00,5,0,Graduate Degree,Professional,1,0,0-1 Miles,North America,46,1
M,70000.00,5,5,Graduate Degree,Professional,1,2,2-5 Miles,North America,46,0
F,70000.00,5,5,Graduate Degree,Professional,0,2,0-1 Miles,North America,46,0
F,70000.00,5,5,Graduate Degree,Professional,1,2,0-1 Miles,North America,46,0
M,80000.00,2,0,Graduate Degree,Professional,1,0,0-1 Miles,North America,46,1
F,40000.00,0,0,Bachelors,Professional,0,1,2-5 Miles,North America,50,0
F,40000.00,0,0,Bachelors,Professional,0,1,2-5 Miles,North America,49,0
F,40000.00,0,0,Bachelors,Professional,0,1,0-1 Miles,North America,50,1
F,80000.00,3,3,Bachelors,Skilled Manual,1,1,2-5 Miles,North America,50,0
M,80000.00,3,3,Bachelors,Skilled Manual,1,1,0-1 Miles,North America,50,0
F,80000.00,3,3,Bachelors,Skilled Manual,1,2,2-5 Miles,North America,50,1
F,80000.00,3,3,Bachelors,Skilled Manual,0,2,0-1 Miles,North America,50,0
F,80000.00,3,3,Bachelors,Skilled Manual,1,3,10+ Miles,North America,50,1
M,80000.00,3,3,Bachelors,Skilled Manual,1,3,10+ Miles,Europe,50,1
F,60000.00,0,0,Graduate Degree,Professional,0,1,0-1 Miles,North America,50,1
F,60000.00,0,0,Graduate Degree,Professional,0,1,0-1 Miles,North America,50,1
M,40000.00,0,0,Bachelors,Professional,0,1,0-1 Miles,North America,51,1
M,40000.00,0,0,Bachelors,Professional,0,1,2-5 Miles,North America,51,0
F,60000.00,4,4,Bachelors,Skilled Manual,1,2,2-5 Miles,Europe,50,0
F,60000.00,5,5,Bachelors,Skilled Manual,1,2,2-5 Miles,North America,51,0
M,60000.00,5,5,Bachelors,Skilled Manual,1,3,5-10 Miles,North America,50,0
F,60000.00,5,5,Bachelors,Skilled Manual,0,3,5-10 Miles,Europe,51,1
F,60000.00,5,5,Bachelors,Skilled Manual,1,4,2-5 Miles,Europe,51,0
M,60000.00,4,2,Bachelors,Skilled Manual,1,2,2-5 Miles,North America,50,1
M,60000.00,4,2,Bachelors,Skilled Manual,1,2,2-5 Miles,North America,50,1
F,60000.00,4,2,Bachelors,Skilled Manual,1,2,2-5 Miles,North America,51,1
M,60000.00,4,2,Bachelors,Skilled Manual,1,2,2-5 Miles,North America,51,1
F,60000.00,4,2,Bachelors,Skilled Manual,1,2,2-5 Miles,North America,51,1
F,70000.00,4,2,Bachelors,Professional,0,2,0-1 Miles,North America,52,1
F,70000.00,4,2,Bachelors,Professional,1,2,2-5 Miles,North America,52,1
F,70000.00,0,0,Bachelors,Professional,0,1,0-1 Miles,North America,46,0
M,70000.00,0,0,Bachelors,Professional,0,1,2-5 Miles,North America,46,1
M,70000.00,0,0,Bachelors,Professional,0,1,2-5 Miles,North America,47,1
M,70000.00,4,2,Bachelors,Professional,0,2,0-1 Miles,North America,52,1
M,60000.00,3,2,Graduate Degree,Professional,1,0,2-5 Miles,North America,52,1
M,60000.00,3,2,Graduate Degree,Professional,0,0,0-1 Miles,Europe,52,1
M,10000.00,0,0,Partial High School,Manual,0,2,0-1 Miles,Europe,42,0
M,40000.00,1,1,Bachelors,Skilled Manual,1,1,1-2 Miles,Europe,42,0
M,40000.00,0,0,Graduate Degree,Skilled Manual,0,0,1-2 Miles,Europe,42,1
F,40000.00,0,0,Graduate Degree,Skilled Manual,0,0,1-2 Miles,Europe,42,1
M,20000.00,0,0,Partial High School,Manual,0,2,0-1 Miles,Europe,42,0
F,20000.00,0,0,Partial High School,Manual,0,2,0-1 Miles,Europe,43,0
M,30000.00,0,0,High School,Manual,1,1,2-5 Miles,Europe,42,0
M,30000.00,0,0,High School,Manual,0,1,1-2 Miles,Europe,43,1
M,40000.00,2,2,Partial College,Clerical,1,0,1-2 Miles,Europe,43,1
F,40000.00,2,2,Partial College,Clerical,1,0,1-2 Miles,Europe,43,1
F,10000.00,0,0,Partial High School,Manual,0,2,0-1 Miles,Europe,44,0
M,20000.00,0,0,Partial High School,Manual,1,2,1-2 Miles,Europe,44,0
F,20000.00,0,0,Partial High School,Manual,1,2,1-2 Miles,Europe,44,0
F,20000.00,0,0,Partial High School,Manual,0,2,0-1 Miles,Europe,44,0
M,20000.00,0,0,Partial High School,Manual,0,2,1-2 Miles,Europe,44,0
M,30000.00,0,0,High School,Manual,0,1,1-2 Miles,Europe,44,1
F,30000.00,0,0,High School,Manual,0,1,2-5 Miles,Europe,43,1
F,40000.00,2,2,Partial College,Clerical,1,1,0-1 Miles,Europe,44,0
M,40000.00,2,2,Partial College,Clerical,1,1,0-1 Miles,Europe,44,0
M,40000.00,3,3,Partial College,Clerical,1,0,0-1 Miles,Europe,39,0
